week,market,sku,on_promo,discount_depth
15,ID,PAD-REG,1,0.2
15,ID,PAD-NGT,1,0.3
15,ID,PAD-LIN,1,0.2
15,ID,DIA-NB,1,0.15
16,SG,PAD-REG,0,0.0
16,SG,PAD-NGT,0,0.0
16,SG,PAD-LIN,0,0.0
16,SG,DIA-NB,0,0.0
16,MY,PAD-REG,1,0.15
16,MY,PAD-NGT,0,0.0
16,MY,PAD-LIN,0,0.0
16,MY,DIA-NB,0,0.0
16,ID,PAD-REG,0,0.0
16,ID,PAD-NGT,0,0.0
16,ID,PAD-LIN,0,0.0
16,ID,DIA-NB,0,0.0
17,SG,PAD-REG,0,0.0
17,SG,PAD-NGT,0,0.0
17,SG,PAD-LIN,0,0.0
17,SG,DIA-NB,0,0.0
17,MY,PAD-REG,0,0.0
17,MY,PAD-NGT,0,0.0
17,MY,PAD-LIN,0,0.0
17,MY,DIA-NB,0,0.0
17,ID,PAD-REG,0,0.0
17,ID,PAD-NGT,0,0.0
17,ID,PAD-LIN,0,0.0
17,ID,DIA-NB,0,0.0
18,SG,PAD-REG,0,0.0
18,SG,PAD-NGT,0,0.0
18,SG,PAD-LIN,0,0.0
18,SG,DIA-NB,0,0.0
18,MY,PAD-REG,0,0.0
18,MY,PAD-NGT,0,0.0
18,MY,PAD-LIN,0,0.0
18,MY,DIA-NB,0,0.0
18,ID,PAD-REG,0,0.0
18,ID,PAD-NGT,0,0.0
18,ID,PAD-LIN,0,0.0
18,ID,DIA-NB,0,0.0
19,SG,PAD-REG,0,0.0
19,SG,PAD-NGT,0,0.0
19,SG,PAD-LIN,0,0.0
19,SG,DIA-NB,0,0.0
19,MY,PAD-REG,0,0.0
19,MY,PAD-NGT,0,0.0
19,MY,PAD-LIN,0,0.0
19,MY,DIA-NB,0,0.0
19,ID,PAD-REG,0,0.0
19,ID,PAD-NGT,0,0.0
19,ID,PAD-LIN,0,0.0
19,ID,DIA-NB,0,0.0
20,SG,PAD-REG,1,0.3
20,SG,PAD-NGT,0,0.0
20,SG,PAD-LIN,0,0.0
20,SG,DIA-NB,1,0.1
20,MY,PAD-REG,0,0.0
20,MY,PAD-NGT,0,0.0
20,MY,PAD-LIN,0,0.0
20,MY,DIA-NB,0,0.0
20,ID,PAD-REG,0,0.0
20,ID,PAD-NGT,0,0.0
20,ID,PAD-LIN,0,0.0
20,ID,DIA-NB,0,0.0
21,SG,PAD-REG,0,0.0
21,SG,PAD-NGT,0,0.0
21,SG,PAD-LIN,0,0.0
21,SG,DIA-NB,0,0.0
21,MY,PAD-REG,0,0.0
21,MY,PAD-NGT,0,0.0
21,MY,PAD-LIN,0,0.0
21,MY,DIA-NB,0,0.0
21,ID,PAD-REG,0,0.0
21,ID,PAD-NGT,0,0.0
21,ID,PAD-LIN,0,0.0
21,ID,DIA-NB,0,0.0
22,SG,PAD-REG,1,0.1
22,SG,PAD-NGT,0,0.0
22,SG,PAD-LIN,0,0.0
22,SG,DIA-NB,0,0.0
22,MY,PAD-REG,1,0.1
22,MY,PAD-NGT,1,0.2
22,MY,PAD-LIN,0,0.0
22,MY,DIA-NB,0,0.0
22,ID,PAD-REG,0,0.0
22,ID,PAD-NGT,0,0.0
22,ID,PAD-LIN,0,0.0
22,ID,DIA-NB,0,0.0
23,SG,PAD-REG,0,0.0
23,SG,PAD-NGT,0,0.0
23,SG,PAD-LIN,0,0.0
23,SG,DIA-NB,0,0.0
23,MY,PAD-REG,0,0.0
23,MY,PAD-NGT,0,0.0
23,MY,PAD-LIN,0,0.0
23,MY,DIA-NB,0,0.0
23,ID,PAD-REG,0,0.0
23,ID,PAD-NGT,0,0.0
23,ID,PAD-LIN,0,0.0
23,ID,DIA-NB,0,0.0
24,SG,PAD-REG,0,0.0
24,SG,PAD-NGT,0,0.0
24,SG,PAD-LIN,0,0.0
24,SG,DIA-NB,0,0.0
24,MY,PAD-REG,0,0.0
24,MY,PAD-NGT,0,0.0
24,MY,PAD-LIN,0,0.0
24,MY,DIA-NB,0,0.0
24,ID,PAD-REG,0,0.0
24,ID,PAD-NGT,0,0.0
24,ID,PAD-LIN,0,0.0
24,ID,DIA-NB,0,0.0
25,SG,PAD-REG,0,0.0
25,SG,PAD-NGT,0,0.0
25,SG,PAD-LIN,0,0.0
25,SG,DIA-NB,0,0.0
25,MY,PAD-REG,0,0.0
25,MY,PAD-NGT,0,0.0
25,MY,PAD-LIN,0,0.0
25,MY,DIA-NB,0,0.0
25,ID,PAD-REG,0,0.0
25,ID,PAD-NGT,0,0.0
25,ID,PAD-LIN,1,0.15
25,ID,DIA-NB,0,0.0
26,SG,PAD-REG,0,0.0
26,SG,PAD-NGT,0,0.0
26,SG,PAD-LIN,0,0.0
26,SG,DIA-NB,0,0.0
26,MY,PAD-REG,0,0.0
26,MY,PAD-NGT,0,0.0
26,MY,PAD-LIN,0,0.0
26,MY,DIA-NB,0,0.0
26,ID,PAD-REG,0,0.0
26,ID,PAD-NGT,0,0.0
26,ID,PAD-LIN,1,0.1
26,ID,DIA-NB,0,0.0
27,SG,PAD-REG,1,0.3
27,SG,PAD-NGT,0,0.0
27,SG,PAD-LIN,0,0.0
27,SG,DIA-NB,0,0.0
27,MY,PAD-REG,0,0.0
27,MY,PAD-NGT,0,0.0
27,MY,PAD-LIN,0,0.0
27,MY,DIA-NB,1,0.3
27,ID,PAD-REG,0,0.0
27,ID,PAD-NGT,0,0.0
27,ID,PAD-LIN,0,0.0
27,ID,DIA-NB,0,0.0
28,SG,PAD-REG,1,0.2
28,SG,PAD-NGT,1,0.3
28,SG,PAD-LIN,0,0.0
28,SG,DIA-NB,0,0.0
28,MY,PAD-REG,0,0.0
28,MY,PAD-NGT,0,0.0
28,MY,PAD-LIN,0,0.0
28,MY,DIA-NB,0,0.0
28,ID,PAD-REG,0,0.0
28,ID,PAD-NGT,0,0.0
28,ID,PAD-LIN,0,0.0
28,ID,DIA-NB,0,0.0
29,SG,PAD-REG,1,0.2
29,SG,PAD-NGT,0,0.0
29,SG,PAD-LIN,0,0.0
29,SG,DIA-NB,0,0.0
29,MY,PAD-REG,1,0.3
29,MY,PAD-NGT,0,0.0
29,MY,PAD-LIN,0,0.0
29,MY,DIA-NB,0,0.0
29,ID,PAD-REG,0,0.0
29,ID,PAD-NGT,0,0.0
29,ID,PAD-LIN,0,0.0
29,ID,DIA-NB,0,0.0
30,SG,PAD-REG,0,0.0
30,SG,PAD-NGT,0,0.0
30,SG,PAD-LIN,0,0.0
30,SG,DIA-NB,0,0.0
30,MY,PAD-REG,0,0.0
30,MY,PAD-NGT,0,0.0
30,MY,PAD-LIN,1,0.2
30,MY,DIA-NB,0,0.0
30,ID,PAD-REG,0,0.0
30,ID,PAD-NGT,0,0.0
30,ID,PAD-LIN,0,0.0
30,ID,DIA-NB,0,0.0
31,SG,PAD-REG,0,0.0
31,SG,PAD-NGT,0,0.0
31,SG,PAD-LIN,0,0.0
31,SG,DIA-NB,1,0.15
31,MY,PAD-REG,0,0.0
31,MY,PAD-NGT,0,0.0
31,MY,PAD-LIN,0,0.0
31,MY,DIA-NB,0,0.0
31,ID,PAD-REG,0,0.0
31,ID,PAD-NGT,0,0.0
31,ID,PAD-LIN,1,0.1
31,ID,DIA-NB,0,0.0
32,SG,PAD-REG,1,0.1
32,SG,PAD-NGT,0,0.0
32,SG,PAD-LIN,0,0.0
32,SG,DIA-NB,0,0.0
32,MY,PAD-REG,0,0.0
32,MY,PAD-NGT,0,0.0
32,MY,PAD-LIN,0,0.0
32,MY,DIA-NB,0,0.0
32,ID,PAD-REG,0,0.0
32,ID,PAD-NGT,0,0.0
32,ID,PAD-LIN,1,0.3
32,ID,DIA-NB,0,0.0
33,SG,PAD-REG,0,0.0
33,SG,PAD-NGT,0,0.0
33,SG,PAD-LIN,0,0.0
33,SG,DIA-NB,0,0.0
33,MY,PAD-REG,0,0.0
33,MY,PAD-NGT,0,0.0
33,MY,PAD-LIN,0,0.0
33,MY,DIA-NB,0,0.0
33,ID,PAD-REG,0,0.0
33,ID,PAD-NGT,0,0.0
33,ID,PAD-LIN,0,0.0
33,ID,DIA-NB,0,0.0
34,SG,PAD-REG,0,0.0
34,SG,PAD-NGT,0,0.0
34,SG,PAD-LIN,0,0.0
34,SG,DIA-NB,0,0.0
34,MY,PAD-REG,0,0.0
34,MY,PAD-NGT,0,0.0
34,MY,PAD-LIN,0,0.0
34,MY,DIA-NB,0,0.0
34,ID,PAD-REG,0,0.0
34,ID,PAD-NGT,0,0.0
34,ID,PAD-LIN,0,0.0
34,ID,DIA-NB,0,0.0
35,SG,PAD-REG,0,0.0
35,SG,PAD-NGT,0,0.0
35,SG,PAD-LIN,0,0.0
35,SG,DIA-NB,0,0.0
35,MY,PAD-REG,0,0.0
35,MY,PAD-NGT,0,0.0
35,MY,PAD-LIN,0,0.0
35,MY,DIA-NB,0,0.0
35,ID,PAD-REG,0,0.0
35,ID,PAD-NGT,0,0.0
35,ID,PAD-LIN,0,0.0
35,ID,DIA-NB,0,0.0
36,SG,PAD-REG,0,0.0
36,SG,PAD-NGT,0,0.0
36,SG,PAD-LIN,0,0.0
36,SG,DIA-NB,0,0.0
36,MY,PAD-REG,0,0.0
36,MY,PAD-NGT,0,0.0
36,MY,PAD-LIN,0,0.0
36,MY,DIA-NB,0,0.0
36,ID,PAD-REG,0,0.0
36,ID,PAD-NGT,0,0.0
36,ID,PAD-LIN,0,0.0
36,ID,DIA-NB,0,0.0
37,SG,PAD-REG,0,0.0
37,SG,PAD-NGT,0,0.0
37,SG,PAD-LIN,0,0.0
37,SG,DIA-NB,0,0.0
37,MY,PAD-REG,0,0.0
37,MY,PAD-NGT,0,0.0
37,MY,PAD-LIN,0,0.0
37,MY,DIA-NB,0,0.0
37,ID,PAD-REG,0,0.0
37,ID,PAD-NGT,0,0.0
37,ID,PAD-LIN,0,0.0
37,ID,DIA-NB,0,0.0
38,SG,PAD-REG,0,0.0
38,SG,PAD-NGT,0,0.0
38,SG,PAD-LIN,0,0.0
38,SG,DIA-NB,0,0.0
38,MY,PAD-REG,0,0.0
38,MY,PAD-NGT,0,0.0
38,MY,PAD-LIN,0,0.0
38,MY,DIA-NB,0,0.0
38,ID,PAD-REG,0,0.0
38,ID,PAD-NGT,0,0.0
38,ID,PAD-LIN,0,0.0
38,ID,DIA-NB,0,0.0
39,SG,PAD-REG,0,0.0
39,SG,PAD-NGT,0,0.0
39,SG,PAD-LIN,1,0.1
39,SG,DIA-NB,0,0.0
39,MY,PAD-REG,0,0.0
39,MY,PAD-NGT,0,0.0
39,MY,PAD-LIN,0,0.0
39,MY,DIA-NB,0,0.0
39,ID,PAD-REG,0,0.0
39,ID,PAD-NGT,0,0.0
39,ID,PAD-LIN,0,0.0
39,ID,DIA-NB,0,0.0
40,SG,PAD-REG,0,0.0
40,SG,PAD-NGT,0,0.0
40,SG,PAD-LIN,0,0.0
40,SG,DIA-NB,0,0.0
40,MY,PAD-REG,1,0.2
40,MY,PAD-NGT,0,0.0
40,MY,PAD-LIN,0,0.0
40,MY,DIA-NB,0,0.0
40,ID,PAD-REG,0,0.0
40,ID,PAD-NGT,0,0.0
40,ID,PAD-LIN,0,0.0
40,ID,DIA-NB,0,0.0
41,SG,PAD-REG,0,0.0
41,SG,PAD-NGT,0,0.0
41,SG,PAD-LIN,0,0.0
41,SG,DIA-NB,0,0.0
41,MY,PAD-REG,0,0.0
41,MY,PAD-NGT,0,0.0
41,MY,PAD-LIN,0,0.0
41,MY,DIA-NB,0,0.0
41,ID,PAD-REG,0,0.0
41,ID,PAD-NGT,0,0.0
41,ID,PAD-LIN,1,0.15
41,ID,DIA-NB,1,0.1
42,SG,PAD-REG,0,0.0
42,SG,PAD-NGT,0,0.0
42,SG,PAD-LIN,0,0.0
42,SG,DIA-NB,0,0.0
42,MY,PAD-REG,0,0.0
42,MY,PAD-NGT,0,0.0
42,MY,PAD-LIN,0,0.0
42,MY,DIA-NB,0,0.0
42,ID,PAD-REG,0,0.0
42,ID,PAD-NGT,0,0.0
42,ID,PAD-LIN,0,0.0
42,ID,DIA-NB,0,0.0
43,SG,PAD-REG,1,0.15
43,SG,PAD-NGT,0,0.0
43,SG,PAD-LIN,0,0.0
43,SG,DIA-NB,0,0.0
43,MY,PAD-REG,0,0.0
43,MY,PAD-NGT,0,0.0
43,MY,PAD-LIN,0,0.0
43,MY,DIA-NB,0,0.0
43,ID,PAD-REG,0,0.0
43,ID,PAD-NGT,0,0.0
43,ID,PAD-LIN,0,0.0
43,ID,DIA-NB,0,0.0
44,SG,PAD-REG,0,0.0
44,SG,PAD-NGT,0,0.0
44,SG,PAD-LIN,1,0.15
44,SG,DIA-NB,0,0.0
44,MY,PAD-REG,0,0.0
44,MY,PAD-NGT,0,0.0
44,MY,PAD-LIN,0,0.0
44,MY,DIA-NB,0,0.0
44,ID,PAD-REG,0,0.0
44,ID,PAD-NGT,0,0.0
44,ID,PAD-LIN,0,0.0
44,ID,DIA-NB,0,0.0
45,SG,PAD-REG,0,0.0
45,SG,PAD-NGT,0,0.0
45,SG,PAD-LIN,0,0.0
45,SG,DIA-NB,0,0.0
45,MY,PAD-REG,0,0.0
45,MY,PAD-NGT,0,0.0
45,MY,PAD-LIN,0,0.0
45,MY,DIA-NB,0,0.0
45,ID,PAD-REG,0,0.0
45,ID,PAD-NGT,0,0.0
45,ID,PAD-LIN,0,0.0
45,ID,DIA-NB,0,0.0
46,SG,PAD-REG,0,0.0
46,SG,PAD-NGT,0,0.0
46,SG,PAD-LIN,0,0.0
46,SG,DIA-NB,0,0.0
46,MY,PAD-REG,0,0.0
46,MY,PAD-NGT,0,0.0
46,MY,PAD-LIN,0,0.0
46,MY,DIA-NB,0,0.0
46,ID,PAD-REG,0,0.0
46,ID,PAD-NGT,0,0.0
46,ID,PAD-LIN,0,0.0
46,ID,DIA-NB,0,0.0
47,SG,PAD-REG,0,0.0
47,SG,PAD-NGT,0,0.0
47,SG,PAD-LIN,0,0.0
47,SG,DIA-NB,0,0.0
47,MY,PAD-REG,0,0.0
47,MY,PAD-NGT,1,0.15
47,MY,PAD-LIN,0,0.0
47,MY,DIA-NB,0,0.0
47,ID,PAD-REG,0,0.0
47,ID,PAD-NGT,0,0.0
47,ID,PAD-LIN,0,0.0
47,ID,DIA-NB,0,0.0
48,SG,PAD-REG,0,0.0
48,SG,PAD-NGT,0,0.0
48,SG,PAD-LIN,0,0.0
48,SG,DIA-NB,0,0.0
48,MY,PAD-REG,0,0.0
48,MY,PAD-NGT,0,0.0
48,MY,PAD-LIN,0,0.0
48,MY,DIA-NB,0,0.0
48,ID,PAD-REG,1,0.3
48,ID,PAD-NGT,1,0.15
48,ID,PAD-LIN,0,0.0
48,ID,DIA-NB,0,0.0
49,SG,PAD-REG,0,0.0
49,SG,PAD-NGT,0,0.0
49,SG,PAD-LIN,0,0.0
49,SG,DIA-NB,0,0.0
49,MY,PAD-REG,0,0.0
49,MY,PAD-NGT,0,0.0
49,MY,PAD-LIN,0,0.0
49,MY,DIA-NB,0,0.0
49,ID,PAD-REG,0,0.0
49,ID,PAD-NGT,0,0.0
49,ID,PAD-LIN,0,0.0
49,ID,DIA-NB,0,0.0
50,SG,PAD-REG,1,0.15
50,SG,PAD-NGT,0,0.0
50,SG,PAD-LIN,0,0.0
50,SG,DIA-NB,0,0.0
50,MY,PAD-REG,0,0.0
50,MY,PAD-NGT,0,0.0
50,MY,PAD-LIN,0,0.0
50,MY,DIA-NB,0,0.0
50,ID,PAD-REG,0,0.0
50,ID,PAD-NGT,0,0.0
50,ID,PAD-LIN,0,0.0
50,ID,DIA-NB,0,0.0
51,SG,PAD-REG,0,0.0
51,SG,PAD-NGT,0,0.0
51,SG,PAD-LIN,0,0.0
51,SG,DIA-NB,0,0.0
51,MY,PAD-REG,0,0.0
51,MY,PAD-NGT,0,0.0
51,MY,PAD-LIN,0,0.0
51,MY,DIA-NB,0,0.0
51,ID,PAD-REG,0,0.0
51,ID,PAD-NGT,0,0.0
51,ID,PAD-LIN,0,0.0
51,ID,DIA-NB,0,0.0
52,SG,PAD-REG,0,0.0
52,SG,PAD-NGT,0,0.0
52,SG,PAD-LIN,0,0.0
52,SG,DIA-NB,0,0.0
52,MY,PAD-REG,0,0.0
52,MY,PAD-NGT,0,0.0
52,MY,PAD-LIN,0,0.0
52,MY,DIA-NB,1,0.3
52,ID,PAD-REG,0,0.0
52,ID,PAD-NGT,0,0.0
52,ID,PAD-LIN,0,0.0
52,ID,DIA-NB,0,0.0
53,SG,PAD-REG,0,0.0
53,SG,PAD-NGT,0,0.0
53,SG,PAD-LIN,0,0.0
53,SG,DIA-NB,0,0.0
53,MY,PAD-REG,0,0.0
53,MY,PAD-NGT,0,0.0
53,MY,PAD-LIN,0,0.0
53,MY,DIA-NB,0,0.0
53,ID,PAD-REG,0,0.0
53,ID,PAD-NGT,0,0.0
53,ID,PAD-LIN,0,0.0
53,ID,DIA-NB,0,0.0
54,SG,PAD-REG,1,0.1
54,SG,PAD-NGT,1,0.2
54,SG,PAD-LIN,1,0.3
54,SG,DIA-NB,1,0.3
54,MY,PAD-REG,1,0.2
54,MY,PAD-NGT,1,0.1
54,MY,PAD-LIN,1,0.1
54,MY,DIA-NB,1,0.2
54,ID,PAD-REG,1,0.2
54,ID,PAD-NGT,1,0.15
54,ID,PAD-LIN,1,0.15
54,ID,DIA-NB,1,0.1
55,SG,PAD-REG,0,0.0
55,SG,PAD-NGT,1,0.15
55,SG,PAD-LIN,0,0.0
55,SG,DIA-NB,0,0.0
55,MY,PAD-REG,0,0.0
55,MY,PAD-NGT,0,0.0
55,MY,PAD-LIN,0,0.0
55,MY,DIA-NB,0,0.0
55,ID,PAD-REG,0,0.0
55,ID,PAD-NGT,0,0.0
55,ID,PAD-LIN,0,0.0
55,ID,DIA-NB,0,0.0
56,SG,PAD-REG,0,0.0
56,SG,PAD-NGT,0,0.0
56,SG,PAD-LIN,0,0.0
56,SG,DIA-NB,0,0.0
56,MY,PAD-REG,0,0.0
56,MY,PAD-NGT,0,0.0
56,MY,PAD-LIN,0,0.0
56,MY,DIA-NB,0,0.0
56,ID,PAD-REG,0,0.0
56,ID,PAD-NGT,0,0.0
56,ID,PAD-LIN,0,0.0
56,ID,DIA-NB,0,0.0
57,SG,PAD-REG,0,0.0
57,SG,PAD-NGT,0,0.0
57,SG,PAD-LIN,0,0.0
57,SG,DIA-NB,0,0.0
57,MY,PAD-REG,0,0.0
57,MY,PAD-NGT,0,0.0
57,MY,PAD-LIN,0,0.0
57,MY,DIA-NB,0,0.0
57,ID,PAD-REG,0,0.0
57,ID,PAD-NGT,0,0.0
57,ID,PAD-LIN,0,0.0
57,ID,DIA-NB,0,0.0
58,SG,PAD-REG,1,0.1
58,SG,PAD-NGT,1,0.15
58,SG,PAD-LIN,1,0.3
58,SG,DIA-NB,1,0.2
58,MY,PAD-REG,1,0.2
58,MY,PAD-NGT,1,0.2
58,MY,PAD-LIN,1,0.15
58,MY,DIA-NB,1,0.1
58,ID,PAD-REG,1,0.15
58,ID,PAD-NGT,1,0.3
58,ID,PAD-LIN,1,0.1
58,ID,DIA-NB,1,0.15
59,SG,PAD-REG,0,0.0
59,SG,PAD-NGT,1,0.3
59,SG,PAD-LIN,0,0.0
59,SG,DIA-NB,0,0.0
59,MY,PAD-REG,0,0.0
59,MY,PAD-NGT,0,0.0
59,MY,PAD-LIN,0,0.0
59,MY,DIA-NB,1,0.15
59,ID,PAD-REG,0,0.0
59,ID,PAD-NGT,0,0.0
59,ID,PAD-LIN,0,0.0
59,ID,DIA-NB,0,0.0
60,SG,PAD-REG,0,0.0
60,SG,PAD-NGT,0,0.0
60,SG,PAD-LIN,0,0.0
60,SG,DIA-NB,0,0.0
60,MY,PAD-REG,0,0.0
60,MY,PAD-NGT,0,0.0
60,MY,PAD-LIN,0,0.0
60,MY,DIA-NB,0,0.0
60,ID,PAD-REG,0,0.0
60,ID,PAD-NGT,0,0.0
60,ID,PAD-LIN,0,0.0
60,ID,DIA-NB,0,0.0
61,SG,PAD-REG,0,0.0
61,SG,PAD-NGT,0,0.0
61,SG,PAD-LIN,0,0.0
61,SG,DIA-NB,0,0.0
61,MY,PAD-REG,0,0.0
61,MY,PAD-NGT,0,0.0
61,MY,PAD-LIN,0,0.0
61,MY,DIA-NB,0,0.0
61,ID,PAD-REG,0,0.0
61,ID,PAD-NGT,0,0.0
61,ID,PAD-LIN,0,0.0
61,ID,DIA-NB,0,0.0
62,SG,PAD-REG,0,0.0
62,SG,PAD-NGT,0,0.0
62,SG,PAD-LIN,1,0.1
62,SG,DIA-NB,0,0.0
62,MY,PAD-REG,0,0.0
62,MY,PAD-NGT,0,0.0
62,MY,PAD-LIN,0,0.0
62,MY,DIA-NB,0,0.0
62,ID,PAD-REG,0,0.0
62,ID,PAD-NGT,0,0.0
